order_id,customer_id,order_date,status,region_code
ORD000383,CUST00265,2026-03-22 04:57:14,DELIVERED,WEST
ORD000384,CUST00206,2025-10-15 22:05:58,DELIVERED,NORTH
ORD000385,CUST00442,2024-12-15 12:16:01,PLACED,WEST
ORD000386,CUST00106,2024-07-25 23:06:07,DELIVERED,EAST
ORD000387,CUST00020,2026-05-26 05:27:00,DELIVERED,NORTH
ORD000388,CUST00400,2025-01-21 19:59:01,SHIPPED,WEST
ORD000389,CUST00503,2025-07-05 06:24:45,CANCELLED,NORTH
ORD000390,CUST00004,2025-04-23 11:25:41,CANCELLED,WEST
ORD000391,CUST00368,2025-03-14 21:00:52,DELIVERED,NORTH
ORD000392,CUST00349,2024-08-30 09:04:15,DELIVERED,EAST
ORD000393,CUST00181,2025-09-02 00:00:00,DELIVERED,SOUTH
ORD000394,CUST00400,2026-05-26 04:29:11,DELIVERED,WEST
ORD000395,CUST00449,2026-01-21 00:41:02,PLACED,NORTH
ORD000396,CUST00245,2025-07-13 21:12:12,DELIVERED,EAST
ORD000397,CUST00461,2024-07-11 00:00:00,PLACED,NORTH
ORD000398,CUST00217,2026-03-17 18:45:04,DELIVERED,SOUTH
ORD000399,CUST00239,2026-06-17 05:03:50,DELIVERED,WEST
ORD000400,CUST00483,2026-06-03 12:17:15,PLACED,SOUTH
ORD000401,UNKNOWN,2025-11-02 00:00:00,SHIPPED,NORTH
ORD000402,CUST00175,2026-04-08 17:20:26,CANCELLED,NORTH
ORD000403,CUST00226,2024-08-16 21:42:19,DELIVERED,WEST
ORD000404,CUST00141,2025-03-05 16:07:03,DELIVERED,NORTH
ORD000405,CUST00344,2024-08-16 23:47:21,PLACED,WEST
ORD000406,CUST00379,2025-09-01 17:30:56,SHIPPED,NORTH
ORD000407,CUST00386,2026-02-22 21:54:41,CANCELLED,NORTH
ORD000408,UNKNOWN,2024-11-15 05:44:44,DELIVERED,EAST
ORD000409,CUST00488,2025-12-18 15:44:33,PLACED,EAST
ORD000410,CUST00422,2024-12-31 17:15:39,DELIVERED,NORTH
ORD000411,CUST00512,2025-10-17 06:40:59,DELIVERED,EAST
ORD000412,CUST00005,2025-09-05 01:43:23,PLACED,NORTH
ORD000413,CUST00520,2024-12-16 04:51:04,DELIVERED,SOUTH
ORD000414,CUST00199,2024-09-24 09:44:19,DELIVERED,WEST
ORD000415,CUST00164,2025-12-01 09:36:42,PLACED,EAST
ORD000416,CUST00446,2025-01-10 03:20:37,CANCELLED,WEST
ORD000417,UNKNOWN,2026-01-24 23:37:08,DELIVERED,SOUTH
ORD000418,CUST00497,2025-08-02 19:44:55,CANCELLED,WEST
ORD000419,CUST00334,2025-05-20 09:12:33,DELIVERED,EAST
ORD000420,CUST00113,2025-03-09 04:47:35,SHIPPED,WEST
ORD000421,CUST00385,2026-05-22 05:29:54,DELIVERED,WEST
ORD000422,CUST00447,2024-10-19 11:08:56,DELIVERED,SOUTH
ORD000423,CUST00140,2025-06-19 10:08:36,DELIVERED,EAST
ORD000424,CUST00131,2024-07-23 19:32:03,PLACED,SOUTH
ORD000425,CUST00477,2025-06-20 01:46:42,DELIVERED,SOUTH
ORD000426,CUST00161,2026-03-04 03:28:11,RETURNED,SOUTH
ORD000427,CUST00236,2024-09-04 01:14:46,DELIVERED,SOUTH
ORD000428,CUST00474,2025-01-31 00:00:00,DELIVERED,SOUTH
ORD000429,CUST00445,2025-09-21 23:17:46,RETURNED,SOUTH
ORD000430,CUST00006,2025-05-19 09:04:46,PLACED,WEST
ORD000431,CUST00517,2024-07-24 23:58:49,DELIVERED,NORTH
ORD000432,CUST00247,2024-09-01 10:11:09,PLACED,WEST
ORD000433,CUST00136,2025-04-03 06:24:50,DELIVERED,NORTH
ORD000434,UNKNOWN,2025-11-30 12:58:31,DELIVERED,NORTH
ORD000435,CUST00475,2026-02-18 09:17:42,DELIVERED,SOUTH
ORD000436,CUST00380,2025-10-28 17:51:03,DELIVERED,NORTH
ORD000437,CUST00341,2025-08-15 00:00:00,DELIVERED,EAST
ORD000438,CUST00213,2026-03-02 16:53:16,DELIVERED,EAST
ORD000439,CUST00057,2025-08-02 16:37:52,DELIVERED,NORTH
ORD000440,CUST00375,2025-06-25 08:03:14,DELIVERED,SOUTH
ORD000441,CUST00069,2025-09-07 10:32:18,SHIPPED,EAST
ORD000442,CUST00117,2025-11-15 00:12:01,RETURNED,SOUTH
ORD000443,CUST00231,2025-03-04 19:07:34,SHIPPED,WEST
ORD000444,CUST00065,2025-04-14 11:00:01,DELIVERED,NORTH
ORD000445,CUST00300,2025-06-14 22:44:07,DELIVERED,NORTH
ORD000446,CUST00469,2024-09-04 16:48:03,CANCELLED,EAST
ORD000447,CUST00079,2024-09-21 19:57:27,PLACED,SOUTH
ORD000448,CUST00210,2025-08-07 07:34:07,PLACED,WEST
ORD000449,CUST00136,2025-07-01 23:28:32,DELIVERED,NORTH
ORD000450,CUST00065,2024-07-16 00:02:24,SHIPPED,EAST
ORD000451,CUST00352,2025-11-20 05:30:34,SHIPPED,WEST
ORD000452,CUST00136,2026-05-27 14:26:11,SHIPPED,EAST
ORD000453,CUST00381,2025-02-07 16:41:02,PLACED,EAST
ORD000454,CUST00171,2025-10-22 09:21:03,DELIVERED,EAST
ORD000455,CUST00180,2026-04-11 19:31:27,RETURNED,SOUTH
ORD000456,CUST00120,2024-07-30 20:21:59,DELIVERED,WEST
ORD000457,CUST00189,2024-12-05 05:37:15,PLACED,EAST
ORD000458,CUST00152,2025-04-14 12:53:09,RETURNED,EAST
ORD000459,CUST00026,2025-05-09 02:50:10,DELIVERED,WEST
ORD000460,CUST00160,2024-07-02 05:17:57,DELIVERED,EAST
ORD000461,CUST00303,2025-07-01 23:34:58,RETURNED,SOUTH
ORD000462,CUST00453,2025-03-18 22:46:59,DELIVERED,NORTH
ORD000463,CUST00120,2025-02-23 00:00:00,DELIVERED,SOUTH
ORD000464,CUST00095,2025-03-09 09:09:35,DELIVERED,SOUTH
ORD000465,CUST00285,2024-11-27 00:00:00,DELIVERED,WEST
ORD000466,CUST00090,2025-07-31 09:39:31,DELIVERED,NORTH
ORD000467,CUST00370,2025-05-03 16:15:57,CANCELLED,EAST
ORD000468,CUST00013,2025-02-04 23:30:54,SHIPPED,WEST
ORD000469,CUST00090,2024-12-13 10:05:48,DELIVERED,WEST
ORD000470,CUST00296,2024-11-03 02:31:15,RETURNED,WEST
ORD000471,CUST00425,2024-10-15 06:58:40,DELIVERED,SOUTH
ORD000472,CUST00487,2026-05-03 17:06:04,SHIPPED,WEST
ORD000473,CUST00420,2025-11-07 01:27:16,DELIVERED,WEST
ORD000474,CUST00141,2024-11-30 15:40:40,DELIVERED,WEST
ORD000475,UNKNOWN,2026-04-01 15:37:57,DELIVERED,WEST
ORD000476,CUST00475,2024-12-20 00:00:00,PLACED,EAST
ORD000477,CUST00484,2024-10-03 08:04:24,CANCELLED,WEST
ORD000478,CUST00251,2024-07-20 23:27:21,SHIPPED,NORTH
ORD000479,CUST00371,2025-09-23 05:05:55,DELIVERED,EAST
ORD000480,CUST00488,2025-12-20 02:54:51,DELIVERED,NORTH
ORD000481,CUST00167,2025-09-23 16:04:24,SHIPPED,SOUTH
ORD000482,CUST00055,2025-01-26 16:11:29,DELIVERED,EAST
ORD000483,UNKNOWN,2025-02-10 10:15:38,RETURNED,SOUTH
ORD000484,CUST00188,2026-02-12 20:05:27,DELIVERED,EAST
ORD000485,CUST00309,2025-01-25 17:36:35,DELIVERED,NORTH
ORD000486,CUST00361,2026-03-30 08:56:54,PLACED,EAST
ORD000487,CUST00497,2025-05-14 21:22:55,RETURNED,NORTH
ORD000488,CUST00516,2024-12-17 15:06:07,DELIVERED,NORTH
ORD000489,CUST00079,2024-09-27 10:11:20,RETURNED,WEST
ORD000490,CUST00372,2024-10-14 20:39:22,CANCELLED,EAST
ORD000491,CUST00312,2024-07-21 05:21:51,PLACED,SOUTH
ORD000492,CUST00146,2025-12-15 07:22:35,PLACED,SOUTH
ORD000493,CUST00436,2025-12-17 11:01:52,PLACED,NORTH
ORD000494,CUST00442,2024-07-31 21:49:15,PLACED,NORTH
ORD000495,CUST00260,2024-08-01 12:04:24,DELIVERED,NORTH
ORD000496,CUST00211,2025-09-28 06:57:44,SHIPPED,EAST
ORD000497,UNKNOWN,2024-10-19 22:37:35,RETURNED,EAST
ORD000498,CUST00513,2026-02-25 08:27:16,SHIPPED,NORTH
ORD000499,CUST00015,2025-08-13 15:30:59,SHIPPED,EAST
ORD000500,CUST00005,2026-01-13 06:44:23,SHIPPED,WEST
ORD000501,CUST00190,2025-06-05 09:12:46,PLACED,EAST
ORD000502,CUST00435,2024-12-12 07:36:16,DELIVERED,EAST
ORD000503,CUST00113,2025-08-06 13:40:19,DELIVERED,EAST
ORD000504,CUST00042,2024-08-31 18:27:38,PLACED,EAST
ORD000505,CUST00320,2025-12-14 12:43:25,DELIVERED,WEST
ORD000506,CUST00439,2024-11-22 12:27:17,CANCELLED,WEST
ORD000507,CUST00377,2024-11-15 00:00:00,DELIVERED,NORTH
ORD000508,CUST00088,2024-09-29 11:37:46,DELIVERED,NORTH
ORD000509,CUST00173,2024-08-18 03:32:14,SHIPPED,SOUTH
ORD000510,CUST00414,2024-10-02 05:42:01,DELIVERED,WEST
ORD000511,CUST00280,2026-02-06 07:45:23,DELIVERED,WEST
ORD000512,CUST00415,2025-07-10 05:35:41,PLACED,WEST
ORD000513,CUST00257,2025-07-13 23:13:56,DELIVERED,SOUTH
ORD000514,UNKNOWN,2026-01-22 22:48:21,PLACED,NORTH
ORD000515,CUST00392,2025-10-11 11:30:32,SHIPPED,NORTH
ORD000516,CUST00505,2026-03-06 14:49:56,SHIPPED,WEST
ORD000517,CUST00268,2025-08-24 05:01:37,CANCELLED,NORTH
ORD000518,CUST00033,2025-05-29 04:36:16,PLACED,WEST
ORD000519,CUST00386,2025-06-07 15:05:32,PLACED,EAST
ORD000520,CUST00169,2025-07-15 15:05:30,SHIPPED,WEST
ORD000521,CUST00113,2025-09-13 17:28:39,DELIVERED,WEST
ORD000522,CUST00161,2025-07-27 10:32:30,SHIPPED,WEST
ORD000523,CUST00362,2026-02-14 05:17:54,SHIPPED,NORTH
ORD000524,CUST00132,2026-04-09 22:49:52,CANCELLED,NORTH
ORD000525,CUST00350,2025-04-20 11:38:59,SHIPPED,EAST
ORD000526,CUST00058,2025-11-24 11:39:17,SHIPPED,EAST
ORD000527,CUST00068,2026-05-04 19:27:45,SHIPPED,NORTH
ORD000528,CUST00039,2025-06-21 21:13:17,DELIVERED,WEST
ORD000529,CUST00481,2025-09-28 00:00:00,SHIPPED,WEST
ORD000530,CUST00101,2026-03-18 17:32:49,DELIVERED,SOUTH
ORD000531,CUST00515,2026-03-21 03:54:21,SHIPPED,EAST
ORD000532,CUST00447,2024-12-02 14:18:04,CANCELLED,NORTH
ORD000533,CUST00220,2025-02-07 01:56:37,SHIPPED,WEST
ORD000534,CUST00095,2026-01-07 08:16:22,PLACED,EAST
ORD000535,CUST00487,2025-05-26 15:04:43,DELIVERED,EAST
ORD000536,CUST00308,2025-05-31 03:17:02,SHIPPED,WEST
ORD000537,CUST00465,2025-12-02 12:02:17,SHIPPED,NORTH
ORD000538,CUST00192,2025-09-19 22:23:10,DELIVERED,WEST
ORD000539,CUST00445,2026-06-24 20:07:27,DELIVERED,SOUTH
ORD000540,CUST00152,2025-01-01 14:08:34,DELIVERED,EAST
ORD000541,CUST00421,2025-03-03 09:22:24,RETURNED,SOUTH
ORD000542,CUST00274,2026-03-30 16:19:41,SHIPPED,SOUTH
ORD000543,CUST00117,2024-10-23 08:44:48,SHIPPED,EAST
ORD000544,CUST00447,2025-05-22 16:15:16,PLACED,SOUTH
ORD000545,CUST00030,2025-01-15 14:06:50,SHIPPED,SOUTH
ORD000546,CUST00044,2026-01-11 01:08:21,PLACED,NORTH
ORD000547,CUST00306,2026-05-03 10:30:05,RETURNED,EAST
ORD000548,CUST00093,2025-05-03 03:54:27,DELIVERED,SOUTH
ORD000549,CUST00513,2026-06-23 12:25:30,DELIVERED,EAST
ORD000550,CUST00093,2024-12-30 19:19:19,DELIVERED,EAST
ORD000551,CUST00400,2026-03-16 19:13:26,SHIPPED,WEST
ORD000552,CUST00110,2024-11-11 22:21:35,SHIPPED,WEST
ORD000553,CUST00058,2025-07-14 18:11:39,DELIVERED,NORTH
ORD000554,CUST00434,2025-07-02 17:10:12,RETURNED,SOUTH
ORD000555,CUST00377,2026-03-28 20:36:28,DELIVERED,NORTH
ORD000556,CUST00056,2025-12-17 08:30:06,DELIVERED,EAST
ORD000557,CUST00317,2025-11-07 04:07:17,DELIVERED,NORTH
ORD000558,CUST00243,2026-04-26 00:56:57,PLACED,WEST
ORD000559,CUST00262,2025-02-17 14:12:34,CANCELLED,SOUTH
ORD000560,CUST00165,2026-06-10 06:41:23,SHIPPED,WEST
ORD000561,CUST00281,2026-05-02 20:56:44,DELIVERED,WEST
ORD000562,CUST00423,2026-06-18 12:24:27,DELIVERED,NORTH
ORD000563,CUST00268,2025-07-27 04:00:26,DELIVERED,EAST
ORD000564,CUST00029,2026-02-10 17:29:58,DELIVERED,WEST
ORD000565,CUST00140,2024-07-01 06:35:05,DELIVERED,EAST
ORD000566,CUST00114,2024-10-29 11:16:16,DELIVERED,SOUTH
ORD000567,CUST00421,2026-03-06 13:10:15,DELIVERED,SOUTH
ORD000568,CUST00336,2026-03-11 21:32:32,PLACED,EAST
ORD000569,CUST00387,2026-04-08 04:47:34,SHIPPED,NORTH
ORD000570,CUST00235,2026-06-03 06:03:35,DELIVERED,EAST
ORD000571,CUST00173,2024-08-06 13:16:10,DELIVERED,EAST
ORD000572,CUST00377,2024-11-08 00:34:05,PLACED,WEST
ORD000573,CUST00465,2026-04-02 10:26:39,PLACED,SOUTH
ORD000574,CUST00273,2025-02-07 13:14:52,DELIVERED,WEST
ORD000575,CUST00221,2026-03-30 23:22:41,DELIVERED,WEST
ORD000576,CUST00150,2024-07-21 05:37:03,SHIPPED,WEST
ORD000577,CUST00379,2025-09-24 15:20:55,DELIVERED,NORTH
ORD000578,CUST00332,2025-12-19 04:08:35,SHIPPED,WEST
ORD000579,CUST00263,2024-08-24 15:06:11,PLACED,EAST
ORD000580,CUST00483,2026-06-04 07:49:03,DELIVERED,NORTH
ORD000581,UNKNOWN,2025-07-25 18:35:32,SHIPPED,WEST
ORD000582,CUST00136,2026-05-22 21:32:41,DELIVERED,EAST
ORD000583,CUST00505,2026-06-21 11:47:56,DELIVERED,NORTH
ORD000584,CUST00444,2024-10-17 00:30:42,SHIPPED,SOUTH
ORD000585,CUST00288,2026-01-30 17:41:08,DELIVERED,EAST
ORD000586,CUST00271,2025-08-04 10:19:01,CANCELLED,EAST
ORD000587,CUST00504,2026-02-12 01:11:21,DELIVERED,WEST
ORD000588,CUST00153,2024-08-10 06:27:12,PLACED,EAST
ORD000589,CUST00479,2025-06-02 20:53:24,CANCELLED,WEST
ORD000590,UNKNOWN,2025-04-01 19:15:51,DELIVERED,WEST
ORD000591,CUST00152,2024-10-02 22:19:47,SHIPPED,EAST
ORD000592,CUST00173,2026-02-01 09:04:48,SHIPPED,SOUTH
ORD000593,CUST00005,2025-08-11 10:53:08,SHIPPED,NORTH
ORD000594,CUST00511,2025-12-06 15:44:13,SHIPPED,EAST
ORD000595,CUST00125,2025-05-01 01:06:19,RETURNED,NORTH
ORD000596,CUST00158,2024-07-21 07:30:27,CANCELLED,WEST
ORD000597,CUST00276,2025-10-03 10:01:04,SHIPPED,NORTH
ORD000598,CUST00464,2025-03-08 06:06:39,RETURNED,SOUTH
ORD000599,CUST00050,2026-03-13 11:22:16,SHIPPED,NORTH
ORD000600,CUST00391,2024-09-08 18:31:25,SHIPPED,WEST
