product_id,product_name,category,subcategory,cost_price
PROD00526,Discover Audio,Electronics,Audio,1480.03
PROD00527,wall kitchen,Home,Kitchen,318.03
PROD00528,Painting Women,Clothing,Women,1146.54
PROD00529,Exist Laptop,Electronics,Laptops,952.06
PROD00530,Cover Educational,Books,Educational,578.06
PROD00531,Your Laptop,Electronics,Laptops,1425.35
PROD00532,  Skin Furniture   ,Home,Furniture,941.9
PROD00533,Result Women,Clothing,Women,519.8
PROD00534,Wonder Men,Clothing,Men,885.06
PROD00535,Where Men,Clothing,Men,450.81
PROD00536,Customer Bedding,Home,Bedding,896.57
PROD00537,Moment Bedding,Home,Bedding,1493.23
PROD00538,Since Bedding,Home,Bedding,286.7
PROD00539,DECISION FICTION,Books,Fiction,320.73
PROD00540,  Easy Laptop   ,Electronics,Laptops,565.91
