item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000472,ORD000191,PROD00498,8,233.08,45.46
ITEM000473,ORD000191,PROD00160,3,1282.23,32.02
ITEM000474,ORD000192,PROD00390,6,1580.17,97.86
ITEM000475,ORD000193,PROD00056,1,1905.53,68.37
ITEM000476,ORD000193,PROD00277,3,171.76,6.93
ITEM000477,ORD000194,PROD00084,8,1743.22,52.48
ITEM000478,ORD000194,PROD00266,1,189.42,90.16
ITEM000479,ORD000194,PROD00351,5,333.24,34.93
ITEM000480,ORD000194,PROD00430,9,1379.22,16.07
ITEM000481,ORD000195,PROD00364,10,781.33,0.99
ITEM000482,ORD000195,PROD00204,10,1234.94,32.37
ITEM000483,ORD000195,PROD00325,-4,1867.97,49.94
ITEM000484,ORD000195,PROD00325,7,529.29,72.23
ITEM000485,ORD000196,PROD00129,10,199.4,21.86
ITEM000486,ORD000196,PROD00193,9,1549.9,60.09
ITEM000487,ORD000196,PROD00222,4,1943.63,57.68
ITEM000488,ORD000196,PROD00015,6,37.3,89.67
ITEM000489,ORD000197,PROD00512,8,831.04,35.17
ITEM000490,ORD000198,PROD00536,6,231.19,17.58
ITEM000491,ORD000198,PROD00439,9,1191.81,54.28
ITEM000492,ORD000198,PROD00391,7,1270.04,70.21
ITEM000493,ORD000198,PROD00102,2,183.83,1.64
ITEM000494,ORD000199,PROD00107,10,1854.82,9.97
ITEM000495,ORD000199,PROD00455,1,1337.08,85.17
ITEM000496,ORD000199,PROD00217,8,1105.42,11.45
ITEM000497,ORD000199,PROD00481,6,1935.39,91.4
ITEM000498,ORD000200,PROD00406,-3,1565.48,50.76
ITEM000499,ORD000200,PROD00275,5,618.26,90.27
ITEM000500,ORD000200,PROD00425,1,1800.87,41.46
ITEM000501,ORD000200,PROD00016,-3,1682.34,51.9
ITEM000502,ORD000201,PROD00344,10,1985.69,24.18
ITEM000503,ORD000201,PROD00401,7,1657.96,80.13
ITEM000504,ORD000201,PROD00440,7,1954.82,17.37
ITEM000505,ORD000202,PROD00530,4,203.66,80.12
ITEM000506,ORD000202,PROD00517,10,1569.64,84.3
ITEM000507,ORD000202,PROD00267,3,1897.66,20.38
ITEM000508,ORD000203,PROD00027,10,310.33,61.81
ITEM000509,ORD000204,PROD00392,-2,1966.91,63.45
ITEM000510,ORD000205,PROD00192,4,597.36,53.54
ITEM000511,ORD000205,PROD00252,7,1541.93,65.93
ITEM000512,ORD000205,PROD00282,3,1256.74,63.84
ITEM000513,ORD000206,PROD00114,10,249.76,14.18
ITEM000514,ORD000207,PROD00185,8,1690.02,91.27
ITEM000515,ORD000207,PROD00213,8,1591.91,41.37
ITEM000516,ORD000207,PROD00499,2,424.54,41.99
ITEM000517,ORD000208,PROD00462,3,601.02,90.36
ITEM000518,ORD000208,PROD00033,6,1987.51,48.39
ITEM000519,ORD000208,PROD00006,5,1853.53,19.28
ITEM000520,ORD000209,PROD00024,3,436.53,36.49
ITEM000521,ORD000210,PROD00031,4,171.47,69.16
ITEM000522,ORD000210,PROD00130,8,402.48,9.2
ITEM000523,ORD000211,PROD00479,8,874.94,94.63
ITEM000524,ORD000211,PROD00198,4,1375.68,88.73
ITEM000525,ORD000211,PROD00288,2,1169.38,76.64
ITEM000526,ORD000212,PROD00170,8,869.78,44.62
ITEM000527,ORD000212,PROD00279,10,219.58,38.3
ITEM000528,ORD000212,PROD00205,6,1796.3,81.93
ITEM000529,ORD000213,PROD00172,9,509.86,40.98
ITEM000530,ORD000213,PROD00361,2,363.91,32.27
ITEM000531,ORD000213,PROD00191,2,434.29,37.17
ITEM000532,ORD000213,PROD00149,2,24.22,68.83
ITEM000533,ORD000214,PROD00219,6,1797.99,56.16
ITEM000534,ORD000214,PROD00395,4,1056.89,10.29
ITEM000535,ORD000214,PROD00285,2,1150.03,64.63
ITEM000536,ORD000215,PROD00326,4,398.26,80.27
ITEM000537,ORD000215,PROD00511,5,845.37,12.41
ITEM000538,ORD000215,PROD00176,10,768.8,57.64
ITEM000539,ORD000215,PROD00292,-5,1975.97,91.16
ITEM000540,ORD000216,PROD00135,7,78.83,53.35
ITEM000541,ORD000216,PROD00041,1,143.56,9.51
ITEM000542,ORD000216,PROD00426,5,637.79,34.58
ITEM000543,ORD000217,PROD00321,1,789.69,69.65
ITEM000544,ORD000218,PROD00506,2,1686.94,93.77
ITEM000545,ORD000218,PROD00106,-1,1651.79,13.87
ITEM000546,ORD000218,PROD00331,7,456.55,8.8
ITEM000547,ORD000218,PROD00378,9,1979.18,93.41
ITEM000548,ORD000219,PROD00266,1,226.05,94.71
ITEM000549,ORD000220,PROD00271,10,1584.3,37.96
ITEM000550,ORD000221,PROD00142,2,256.95,86.19
ITEM000551,ORD000221,PROD00424,2,1045.92,24.05
ITEM000552,ORD000222,PROD00502,6,1546.42,48.27
ITEM000553,ORD000222,PROD00095,5,1424.21,35.3
ITEM000554,ORD000222,PROD00249,4,1391.46,7.51
ITEM000555,ORD000222,PROD00507,1,1342.65,46.82
ITEM000556,ORD000223,PROD00193,6,421.28,59.05
ITEM000557,ORD000223,PROD00527,5,1418.48,65.53
ITEM000558,ORD000223,PROD00517,3,441.48,36.36
ITEM000559,ORD000223,PROD00464,9,410.03,40.02
ITEM000560,ORD000224,PROD00285,5,1903.23,57.72
ITEM000561,ORD000225,PROD00151,2,1491.33,24.06
ITEM000562,ORD000226,PROD00192,8,1325.46,45.26
ITEM000563,ORD000226,PROD00272,9,172.71,43.15
ITEM000564,ORD000226,PROD00155,7,1018.31,5.32
ITEM000565,ORD000226,PROD00280,1,1299.0,73.2
ITEM000566,ORD000227,PROD00199,7,357.41,27.59
ITEM000567,ORD000227,PROD00506,2,1363.92,64.63
ITEM000568,ORD000227,PROD00114,1,1790.64,57.52
ITEM000569,ORD000227,PROD00245,2,554.54,88.26
ITEM000570,ORD000228,PROD00402,4,1469.18,87.95
ITEM000571,ORD000228,PROD00275,3,1572.53,34.76
ITEM000572,ORD000228,PROD00295,5,1469.1,9.42
ITEM000573,ORD000228,PROD00516,10,956.13,30.53
ITEM000574,ORD000229,PROD00175,2,337.46,33.22
ITEM000575,ORD000229,PROD00467,1,1333.73,42.79
ITEM000576,ORD000230,PROD00182,2,345.6,76.03
ITEM000577,ORD000231,PROD00361,10,7.01,87.32
ITEM000578,ORD000232,PROD00113,1,1136.7,99.04
ITEM000579,ORD000232,PROD00234,3,1511.21,77.53
ITEM000580,ORD000232,PROD00103,6,907.97,73.48
ITEM000581,ORD000232,PROD00264,5,731.76,1.36
ITEM000582,ORD000233,PROD00309,9,1550.18,85.7
ITEM000583,ORD000233,PROD00496,9,1457.79,2.07
ITEM000584,ORD000233,PROD00421,3,717.6,3.09
ITEM000585,ORD000234,PROD00369,2,391.72,95.48
ITEM000586,ORD000234,PROD00111,9,1798.95,44.93
ITEM000587,ORD000234,PROD00540,6,1776.55,39.1
ITEM000588,ORD000234,PROD00428,5,622.1,4.11
ITEM000589,ORD000235,PROD00126,8,1135.49,79.25
ITEM000590,ORD000235,PROD00356,1,1000.36,68.55
ITEM000591,ORD000235,PROD00478,9,1933.51,62.38
ITEM000592,ORD000236,PROD00311,2,1600.57,1.56
ITEM000593,ORD000236,PROD00042,10,251.25,48.84
ITEM000594,ORD000237,PROD00441,1,104.55,13.77
ITEM000595,ORD000238,PROD00515,9,314.3,8.6
ITEM000596,ORD000238,PROD00278,4,866.94,91.83
ITEM000597,ORD000238,PROD00298,8,1866.2,24.87
ITEM000598,ORD000239,PROD00433,2,1786.6,92.02
ITEM000599,ORD000239,PROD00319,7,1359.45,32.25
ITEM000600,ORD000239,PROD00143,4,503.79,41.63
ITEM000601,ORD000239,PROD00205,2,598.18,92.71
ITEM000602,ORD000240,PROD00188,7,196.6,52.66
ITEM000603,ORD000240,PROD00321,6,939.42,42.77
ITEM000604,ORD000240,PROD00431,8,60.21,55.89
ITEM000605,ORD000240,PROD00432,3,1232.34,30.24
ITEM000606,ORD000241,PROD00525,10,1088.82,56.56
ITEM000607,ORD000241,PROD00301,7,256.24,67.01
ITEM000608,ORD000242,PROD00531,1,173.89,27.02
ITEM000609,ORD000242,PROD00110,2,1644.77,56.54
ITEM000610,ORD000242,PROD00340,2,1482.24,67.44
ITEM000611,ORD000242,PROD00055,9,292.58,74.04
ITEM000612,ORD000243,PROD00140,3,605.28,31.09
ITEM000613,ORD000243,PROD00007,10,1377.11,11.47
ITEM000614,ORD000243,PROD00001,2,1042.05,24.72
ITEM000615,ORD000243,PROD00107,9,890.41,5.57
ITEM000616,ORD000244,PROD00308,3,1641.44,84.17
ITEM000617,ORD000245,PROD00450,10,250.78,14.62
ITEM000618,ORD000245,PROD00023,4,345.7,74.17
ITEM000619,ORD000245,PROD00206,5,582.45,10.0
ITEM000620,ORD000246,PROD00377,7,774.71,79.99
ITEM000621,ORD000246,PROD00476,7,300.59,28.34
ITEM000622,ORD000246,PROD00124,1,1163.17,3.41
ITEM000623,ORD000246,PROD00456,6,1925.78,46.79
ITEM000624,ORD000247,PROD00284,-2,718.71,85.58
ITEM000625,ORD000247,PROD00516,9,784.3,6.28
ITEM000626,ORD000247,PROD00156,10,681.89,71.52
ITEM000627,ORD000247,PROD00144,5,1847.34,6.82
ITEM000628,ORD000248,PROD00386,10,1319.65,57.6
ITEM000629,ORD000248,PROD00520,9,522.16,69.78
ITEM000630,ORD000248,PROD00357,7,139.8,2.95
ITEM000631,ORD000248,PROD00163,2,1001.37,67.93
ITEM000632,ORD000249,PROD00238,4,215.34,88.08
ITEM000633,ORD000249,PROD00394,7,1845.14,6.19
ITEM000634,ORD000249,PROD00257,2,885.85,37.43
ITEM000635,ORD000250,PROD00179,8,758.37,98.89
ITEM000636,ORD000251,PROD00201,8,1359.3,22.55
ITEM000637,ORD000251,PROD00166,9,1618.3,19.23
ITEM000638,ORD000252,PROD00099,3,1787.12,35.96
ITEM000639,ORD000253,PROD00074,9,994.87,83.24
ITEM000640,ORD000253,PROD00486,6,1238.87,55.87
ITEM000641,ORD000253,PROD00142,8,857.89,37.61
ITEM000642,ORD000253,PROD00073,3,1565.86,29.82
ITEM000643,ORD000254,PROD00511,10,1083.37,2.25
ITEM000644,ORD000255,PROD00258,6,140.57,87.15
ITEM000645,ORD000255,PROD00295,10,486.59,51.78
ITEM000646,ORD000255,PROD00513,10,118.01,69.75
ITEM000647,ORD000256,PROD00483,5,1308.2,3.23
ITEM000648,ORD000257,PROD00268,1,282.88,54.71
ITEM000649,ORD000257,PROD00338,1,475.06,7.29
ITEM000650,ORD000257,PROD00037,2,1900.07,59.81
ITEM000651,ORD000257,PROD00083,8,1893.47,27.05
ITEM000652,ORD000258,PROD00107,9,454.36,35.03
ITEM000653,ORD000259,PROD00311,4,47.78,5.54
ITEM000654,ORD000259,PROD00201,7,1365.47,73.79
ITEM000655,ORD000259,PROD00494,7,1392.4,42.97
ITEM000656,ORD000259,PROD00438,2,878.72,89.71
ITEM000657,ORD000260,PROD00361,7,1836.55,23.82
ITEM000658,ORD000260,PROD00095,4,829.07,75.26
ITEM000659,ORD000260,PROD00047,1,1747.15,24.99
ITEM000660,ORD000261,PROD00079,8,365.28,4.37
ITEM000661,ORD000262,PROD00251,3,1214.22,47.87
ITEM000662,ORD000262,PROD00126,2,504.15,54.36
ITEM000663,ORD000262,PROD00507,6,1795.79,85.88
ITEM000664,ORD000263,PROD00310,9,588.9,65.36
ITEM000665,ORD000263,PROD00540,6,1397.05,50.34
ITEM000666,ORD000263,PROD00056,7,1412.48,62.19
ITEM000667,ORD000263,PROD00287,3,1683.64,52.1
ITEM000668,ORD000264,PROD00216,3,76.56,23.51
ITEM000669,ORD000264,PROD00451,8,1906.32,2.13
ITEM000670,ORD000264,PROD00035,10,771.43,82.72
ITEM000671,ORD000265,PROD00062,10,770.95,1.88
ITEM000672,ORD000266,PROD00394,4,415.43,18.44
ITEM000673,ORD000266,PROD00442,5,67.46,76.3
ITEM000674,ORD000266,PROD00027,6,1845.78,90.74
ITEM000675,ORD000266,PROD00222,6,1452.94,62.15
ITEM000676,ORD000267,PROD00059,9,779.28,72.13
ITEM000677,ORD000267,PROD00295,9,929.69,57.26
ITEM000678,ORD000267,PROD00532,7,937.33,99.26
ITEM000679,ORD000267,PROD00244,1,565.0,68.26
ITEM000680,ORD000268,PROD00088,9,595.17,57.11
ITEM000681,ORD000268,PROD00040,6,541.15,25.05
ITEM000682,ORD000268,PROD00013,10,1323.25,83.6
ITEM000683,ORD000269,PROD00455,8,22.7,3.7
ITEM000684,ORD000269,PROD00368,9,439.6,5.86
ITEM000685,ORD000270,PROD00284,9,631.48,6.4
ITEM000686,ORD000271,PROD00265,5,522.78,49.49
ITEM000687,ORD000271,PROD00233,3,1743.12,65.6
ITEM000688,ORD000272,PROD00118,3,1370.46,86.06
ITEM000689,ORD000272,PROD00325,4,126.32,71.45
ITEM000690,ORD000273,PROD00264,-3,1083.18,4.47
ITEM000691,ORD000273,PROD00241,2,1016.34,11.32
ITEM000692,ORD000273,PROD00080,6,1142.88,82.91
ITEM000693,ORD000274,PROD00074,5,290.44,32.65
ITEM000694,ORD000274,PROD00369,7,1795.3,37.47
ITEM000695,ORD000274,PROD00302,3,739.76,29.09
ITEM000696,ORD000274,PROD00154,1,216.93,21.15
ITEM000697,ORD000275,PROD00524,9,1568.02,71.28
ITEM000698,ORD000275,PROD00221,10,70.04,72.63
ITEM000699,ORD000275,PROD00391,2,1910.58,95.86
ITEM000700,ORD000276,PROD00516,9,1469.23,53.9
ITEM000701,ORD000276,PROD00125,9,1597.42,60.71
ITEM000702,ORD000277,PROD00325,10,589.67,24.4
ITEM000703,ORD000277,PROD00249,6,465.63,31.48
ITEM000704,ORD000277,PROD00119,8,1466.93,88.02
ITEM000705,ORD000277,PROD00371,9,1013.76,91.46
ITEM000706,ORD000278,PROD00236,7,463.38,82.78
ITEM000707,ORD000278,PROD00129,4,1554.01,40.76
ITEM000708,ORD000278,PROD00142,5,686.44,11.8
ITEM000709,ORD000278,PROD00419,3,1154.14,63.26
ITEM000710,ORD000279,PROD00185,1,337.71,41.86
ITEM000711,ORD000279,PROD00482,3,1739.57,83.39
ITEM000712,ORD000280,PROD00171,3,1032.22,52.93
ITEM000713,ORD000281,PROD00433,7,1395.37,24.14
ITEM000714,ORD000281,PROD00301,6,1185.0,61.66
ITEM000715,ORD000281,PROD00047,6,1900.09,91.07
ITEM000716,ORD000281,PROD00461,7,582.14,47.71
ITEM000717,ORD000282,PROD00188,10,1833.1,93.66
ITEM000718,ORD000282,PROD00086,1,1189.14,36.99
ITEM000719,ORD000283,PROD00389,3,1019.79,58.81
ITEM000720,ORD000283,PROD00100,8,685.53,56.41
ITEM000721,ORD000283,PROD00538,7,574.09,38.41
ITEM000722,ORD000283,PROD00183,1,1628.9,73.46
ITEM000723,ORD000284,PROD00441,10,1759.77,31.44
ITEM000724,ORD000284,PROD00356,2,579.25,48.66
ITEM000725,ORD000285,PROD00174,5,1977.67,75.35
ITEM000726,ORD000285,PROD00238,3,196.47,55.22
ITEM000727,ORD000286,PROD00029,1,1919.91,53.98
ITEM000728,ORD000286,PROD00200,-1,742.23,28.18
ITEM000729,ORD000287,PROD00456,8,593.41,10.96
ITEM000730,ORD000287,PROD00123,7,989.04,8.69
ITEM000731,ORD000287,PROD00141,2,1937.04,80.36
ITEM000732,ORD000287,PROD00228,6,317.67,33.53
ITEM000733,ORD000288,PROD00526,2,1415.09,31.48
ITEM000734,ORD000288,PROD00040,9,638.47,84.14
ITEM000735,ORD000288,PROD00037,1,495.6,58.63
ITEM000736,ORD000288,PROD00226,5,942.88,48.45
ITEM000737,ORD000289,PROD00509,4,1271.37,8.87
ITEM000738,ORD000289,PROD00529,4,11.38,6.73
ITEM000739,ORD000290,PROD00183,5,1228.69,63.1
ITEM000740,ORD000290,PROD00241,8,1063.27,95.43
ITEM000741,ORD000291,PROD00238,8,982.99,63.0
ITEM000742,ORD000291,PROD00366,5,197.58,11.24
ITEM000743,ORD000291,PROD00295,8,654.17,66.24
ITEM000744,ORD000292,PROD00181,6,1322.92,34.76
ITEM000745,ORD000293,PROD00132,8,1681.04,86.4
ITEM000746,ORD000293,PROD00422,1,585.41,50.75
ITEM000747,ORD000293,PROD00419,6,526.9,31.76
ITEM000748,ORD000293,PROD00401,7,800.37,91.24
ITEM000749,ORD000294,PROD00498,6,1274.35,4.56
ITEM000750,ORD000294,PROD00459,10,1751.87,53.6
ITEM000751,ORD000294,PROD00113,10,1223.45,12.92
ITEM000752,ORD000295,PROD00022,2,1561.96,33.33
ITEM000753,ORD000296,PROD00065,9,424.87,53.55
ITEM000754,ORD000296,PROD00161,7,1720.15,22.93
ITEM000755,ORD000296,PROD00166,6,829.72,55.3
ITEM000756,ORD000297,PROD00014,1,1511.47,52.66
ITEM000757,ORD000297,PROD00514,8,89.36,28.31
ITEM000758,ORD000298,PROD00236,4,72.39,74.99
ITEM000759,ORD000299,PROD00411,5,1724.66,7.65
ITEM000760,ORD000299,PROD00517,7,45.21,74.27
ITEM000761,ORD000299,PROD00156,10,1586.28,19.43
ITEM000762,ORD000299,PROD00320,7,1027.15,2.34
ITEM000763,ORD000300,PROD00470,5,1938.68,57.62
ITEM000764,ORD000300,PROD00386,2,448.39,40.63
ITEM000765,ORD000300,PROD00286,9,1015.65,38.24
ITEM000766,ORD000301,PROD00404,9,1430.58,45.23
ITEM000767,ORD000301,PROD00026,4,896.94,47.68
ITEM000768,ORD000301,PROD00112,6,291.82,62.99
ITEM000769,ORD000301,PROD00086,3,419.33,94.21
ITEM000770,ORD000302,PROD00086,10,1676.95,52.34
ITEM000771,ORD000302,PROD00239,8,507.79,31.15
ITEM000772,ORD000303,PROD00155,10,1199.47,87.14
ITEM000773,ORD000303,PROD00275,9,1590.42,54.56
ITEM000774,ORD000303,PROD00321,4,647.07,70.89
ITEM000775,ORD000304,PROD00108,2,754.49,75.69
ITEM000776,ORD000305,PROD00533,3,398.75,86.97
ITEM000777,ORD000305,PROD00117,7,992.89,62.62
ITEM000778,ORD000306,PROD00144,9,839.2,0.93
ITEM000779,ORD000306,PROD00121,5,1441.29,88.02
ITEM000780,ORD000306,PROD00278,10,1779.64,56.38
ITEM000781,ORD000306,PROD00170,9,1371.62,80.28
ITEM000782,ORD000307,PROD00532,8,928.45,93.62
ITEM000783,ORD000307,PROD00139,8,24.59,41.63
ITEM000784,ORD000307,PROD00154,1,627.12,18.77
ITEM000785,ORD000308,PROD00470,1,1251.82,59.45
ITEM000786,ORD000309,PROD00359,4,693.19,1.41
ITEM000787,ORD000310,PROD00282,7,1171.01,30.58
ITEM000788,ORD000310,PROD00413,9,1084.33,65.94
ITEM000789,ORD000311,PROD00157,4,563.57,26.29
ITEM000790,ORD000312,PROD00130,10,1291.44,38.29
ITEM000791,ORD000313,PROD00485,1,1567.81,98.91
ITEM000792,ORD000313,PROD00094,10,297.25,16.48
ITEM000793,ORD000313,PROD00001,1,278.26,80.72
ITEM000794,ORD000314,PROD00484,9,1521.21,24.08
ITEM000795,ORD000314,PROD00403,7,1413.96,35.5
ITEM000796,ORD000314,PROD00535,2,1767.15,84.22
ITEM000797,ORD000314,PROD00171,5,1424.14,83.99
ITEM000798,ORD000315,PROD00502,5,1372.31,55.79
ITEM000799,ORD000315,PROD00446,3,55.46,36.57
ITEM000800,ORD000315,PROD00478,6,1458.34,21.38
ITEM000801,ORD000315,PROD00196,3,1866.72,99.54
ITEM000802,ORD000316,PROD00453,4,16.2,31.04
ITEM000803,ORD000316,PROD00097,5,1008.07,1.3
ITEM000804,ORD000317,PROD00035,8,799.6,99.57
ITEM000805,ORD000317,PROD00260,1,1942.43,82.33
ITEM000806,ORD000317,PROD00483,8,983.15,47.34
ITEM000807,ORD000318,PROD00040,10,1789.06,15.32
ITEM000808,ORD000319,PROD00135,2,116.82,63.75
ITEM000809,ORD000319,PROD00064,9,558.57,85.26
ITEM000810,ORD000320,PROD00341,6,1795.98,16.92
ITEM000811,ORD000321,PROD00529,-4,835.68,66.77
ITEM000812,ORD000321,PROD00063,9,299.29,26.66
ITEM000813,ORD000321,PROD00177,5,1219.02,68.87
ITEM000814,ORD000322,PROD00178,1,625.77,56.06
ITEM000815,ORD000322,PROD00121,10,1673.03,8.61
ITEM000816,ORD000322,PROD00475,2,369.09,8.64
ITEM000817,ORD000322,PROD00326,1,1534.61,78.87
ITEM000818,ORD000323,PROD00384,4,619.03,68.09
ITEM000819,ORD000323,PROD00196,3,624.42,37.93
ITEM000820,ORD000324,PROD00183,10,634.5,22.6
ITEM000821,ORD000324,PROD00193,4,358.34,29.49
ITEM000822,ORD000324,PROD00451,8,713.53,36.36
ITEM000823,ORD000325,PROD00175,10,774.43,53.79
ITEM000824,ORD000325,PROD00216,7,697.11,81.09
ITEM000825,ORD000325,PROD00296,9,1105.46,74.31
ITEM000826,ORD000325,PROD00276,4,520.14,46.77
ITEM000827,ORD000326,PROD00119,3,953.04,46.72
ITEM000828,ORD000327,PROD00382,10,1803.04,32.24
ITEM000829,ORD000327,PROD00108,1,321.71,47.55
ITEM000830,ORD000327,PROD00345,2,378.29,35.8
ITEM000831,ORD000328,PROD00479,1,880.82,61.66
ITEM000832,ORD000328,PROD00446,8,1669.02,25.26
ITEM000833,ORD000329,PROD00346,7,603.85,97.08
ITEM000834,ORD000329,PROD00240,9,220.17,42.59
ITEM000835,ORD000329,PROD00276,7,1188.19,16.4
ITEM000836,ORD000330,PROD00308,9,400.93,97.24
ITEM000837,ORD000330,PROD00143,6,1578.2,5.38
ITEM000838,ORD000331,PROD00317,3,1603.97,45.87
ITEM000839,ORD000332,PROD00472,-2,404.81,17.21
ITEM000840,ORD000332,PROD00315,4,1716.24,43.65
ITEM000841,ORD000333,PROD00158,6,14.86,15.93
ITEM000842,ORD000333,PROD00103,7,1399.07,91.28
ITEM000843,ORD000334,PROD00475,2,778.21,31.84
ITEM000844,ORD000334,PROD00137,6,1796.55,81.98
ITEM000845,ORD000334,PROD00435,9,147.96,48.83
ITEM000846,ORD000334,PROD00028,10,360.43,23.52
ITEM000847,ORD000335,PROD00349,1,1223.08,75.17
ITEM000848,ORD000335,PROD00080,3,1002.4,4.42
ITEM000849,ORD000335,PROD00310,6,771.21,17.99
ITEM000850,ORD000336,PROD00292,8,74.48,95.85
ITEM000851,ORD000336,PROD00432,7,1366.27,83.42
ITEM000852,ORD000337,PROD00085,2,1313.46,40.45
ITEM000853,ORD000337,PROD00013,3,1151.49,38.4
ITEM000854,ORD000337,PROD00466,-4,847.8,5.45
ITEM000855,ORD000337,PROD00436,2,1209.25,80.24
ITEM000856,ORD000338,PROD00515,8,1425.49,84.42
ITEM000857,ORD000338,PROD00374,3,1961.57,53.17
ITEM000858,ORD000338,PROD00393,2,305.02,33.71
ITEM000859,ORD000338,PROD00265,10,1456.62,45.5
ITEM000860,ORD000339,PROD00476,2,1736.45,46.03
ITEM000861,ORD000340,PROD00379,6,1351.62,76.68
ITEM000862,ORD000341,PROD00274,6,837.04,44.68
ITEM000863,ORD000342,PROD00037,6,1465.15,53.13
ITEM000864,ORD000342,PROD00406,2,1072.3,12.61
ITEM000865,ORD000342,PROD00149,7,1785.97,34.54
ITEM000866,ORD000343,PROD00250,9,1140.29,4.06
ITEM000867,ORD000343,PROD00335,3,1220.66,72.38
ITEM000868,ORD000343,PROD00104,2,678.86,63.67
ITEM000869,ORD000343,PROD00310,1,371.94,74.68
ITEM000870,ORD000344,PROD00444,4,1143.94,99.49
ITEM000871,ORD000345,PROD00051,8,434.34,93.55
ITEM000872,ORD000345,PROD00282,3,557.32,67.14
ITEM000873,ORD000346,PROD00186,5,15.08,20.71
ITEM000874,ORD000346,PROD00425,5,537.77,59.91
ITEM000875,ORD000346,PROD00326,4,41.06,32.46
ITEM000876,ORD000346,PROD00066,10,1654.82,58.79
ITEM000877,ORD000347,PROD00399,9,30.07,34.06
ITEM000878,ORD000347,PROD00355,3,926.59,74.26
ITEM000879,ORD000347,PROD00216,3,1347.61,25.57
ITEM000880,ORD000348,PROD00081,9,1969.97,8.31
ITEM000881,ORD000349,PROD00312,6,905.74,46.74
ITEM000882,ORD000349,PROD00160,3,1250.41,56.49
ITEM000883,ORD000349,PROD00426,1,1504.02,28.39
ITEM000884,ORD000350,PROD00241,9,267.74,60.71
ITEM000885,ORD000350,PROD00127,4,426.55,11.06
ITEM000886,ORD000350,PROD00297,3,1534.91,98.44
ITEM000887,ORD000350,PROD00411,6,1503.81,41.82
ITEM000888,ORD000351,PROD00328,2,1330.15,68.68
ITEM000889,ORD000351,PROD00326,9,787.39,85.91
ITEM000890,ORD000351,PROD00507,5,1653.15,44.95
ITEM000891,ORD000352,PROD00410,9,1660.58,76.29
ITEM000892,ORD000352,PROD00177,2,769.79,65.31
ITEM000893,ORD000353,PROD00421,1,1239.66,13.86
ITEM000894,ORD000353,PROD00516,10,1143.32,40.88
ITEM000895,ORD000353,PROD00024,4,337.09,62.55
ITEM000896,ORD000353,PROD00094,1,1487.22,88.35
ITEM000897,ORD000354,PROD00524,3,918.25,72.31
ITEM000898,ORD000354,PROD00246,4,648.83,29.3
ITEM000899,ORD000354,PROD00032,8,921.09,68.37
ITEM000900,ORD000354,PROD00455,3,1945.75,50.02
ITEM000901,ORD000355,PROD00340,3,493.5,72.2
ITEM000902,ORD000356,PROD00008,7,1734.79,99.55
ITEM000903,ORD000357,PROD00073,5,1767.3,53.73
ITEM000904,ORD000357,PROD00025,1,589.46,39.84
ITEM000905,ORD000357,PROD00041,9,1260.39,44.0
ITEM000906,ORD000357,PROD00128,5,1517.09,57.98
ITEM000907,ORD000358,PROD00174,6,288.19,24.31
ITEM000908,ORD000359,PROD00216,6,1285.86,7.41
ITEM000909,ORD000359,PROD00504,5,688.17,68.92
ITEM000910,ORD000359,PROD00339,5,1138.62,59.44
ITEM000911,ORD000359,PROD00144,5,56.75,88.02
ITEM000912,ORD000360,PROD00299,3,1137.44,30.47
ITEM000913,ORD000360,PROD00451,3,1488.75,69.51
ITEM000914,ORD000360,PROD00151,7,518.32,22.79
ITEM000915,ORD000361,PROD00311,1,522.55,72.11
ITEM000916,ORD000361,PROD00530,10,1800.51,97.24
ITEM000917,ORD000362,PROD00514,6,759.07,92.61
ITEM000918,ORD000362,PROD00174,8,354.9,89.71
ITEM000919,ORD000363,PROD00067,5,416.83,15.01
ITEM000920,ORD000364,PROD00202,8,1140.97,63.86
ITEM000921,ORD000365,PROD00537,4,730.3,3.28
ITEM000922,ORD000366,PROD00338,5,1108.8,53.48
ITEM000923,ORD000367,PROD00058,9,499.7,25.61
ITEM000924,ORD000368,PROD00251,8,358.97,97.94
ITEM000925,ORD000368,PROD00273,2,1487.51,73.33
ITEM000926,ORD000369,PROD00136,1,419.43,24.39
ITEM000927,ORD000370,PROD00476,1,641.12,63.39
ITEM000928,ORD000370,PROD00202,8,171.36,19.74
ITEM000929,ORD000370,PROD00221,5,1140.81,58.17
ITEM000930,ORD000370,PROD00115,8,1555.9,19.48
ITEM000931,ORD000371,PROD00001,7,1204.7,49.26
ITEM000932,ORD000371,PROD00181,8,1030.83,95.14
ITEM000933,ORD000371,PROD00307,9,501.8,27.53
ITEM000934,ORD000371,PROD00516,8,227.38,75.66
ITEM000935,ORD000372,PROD00500,-5,943.66,16.31
ITEM000936,ORD000372,PROD00068,5,193.66,86.2
ITEM000937,ORD000373,PROD00188,2,1526.89,21.32
ITEM000938,ORD000373,PROD00514,9,946.39,68.47
ITEM000939,ORD000373,PROD00216,3,650.91,19.19
ITEM000940,ORD000374,PROD00176,10,1326.87,32.57
ITEM000941,ORD000374,PROD00529,10,1578.55,77.98
ITEM000942,ORD000374,PROD00276,5,946.6,85.62
ITEM000943,ORD000374,PROD00311,5,670.78,35.39
ITEM000944,ORD000375,PROD00461,10,790.12,41.71
